USER: sqlUser | DATE AND TIME: 2023-02-21T16:08:08.542090400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T19:19:17.920597300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T19:25:26.595627200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T19:30:24.430133200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T19:31:55.341871400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T19:45:12.925497900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T20:16:50.342478500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: admin | DATE AND TIME: 2023-02-24T20:17:03.237117-07:00[America/Denver] | LOGIN RESPONSE: success
USER:  | DATE AND TIME: 2023-02-24T20:25:45.246822300-07:00[America/Denver] | LOGIN RESPONSE: failed
USER: test | DATE AND TIME: 2023-02-24T20:26:57.606413600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T20:52:39.701731600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T20:59:38.956676300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T21:02:24.774148500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T21:04:58.695606800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T21:06:02.552839200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T21:15:27.670310900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T21:27:42.150692200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T21:33:50.713923300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T21:42:43.146033-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T21:57:13.039393-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T22:00:59.235209200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T22:07:47.293172600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T22:09:24.341401400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T22:10:13.325152300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T22:15:42.617435600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T22:19:08.309596300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T22:24:20.343516400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T22:36:15.624845200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T22:39:48.604167800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T22:43:29.257752100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T23:07:03.464457600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T23:08:13.564352-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T23:09:01.987180300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T23:16:28.112920-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T23:38:13.797631200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T23:43:58.082474100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-25T00:32:07.025745500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-25T00:40:38.289875700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-25T00:48:22.616955600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-25T00:50:16.907243800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-25T00:51:16.949459300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-25T00:55:54.220510200-07:00[America/Denver] | LOGIN RESPONSE: success
